coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sat Sep 18 10:36:17 +0000 2021,,,,0,1439176442789744644,,,,pl,,,,8,1439167277434347520,donald_PL_,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Przed chwilą przed Kancelarią Premiera, gdzie trwa Strajk Medyków, doszło do próby samobójczej. Pacjent, najprawdopodobniej onkologii, próbował się zabić, strzelając sobie w głowę. Obecni na miejscu medycy podjęli akcję ratunkową.
Poniżej oświadczenie komitetu protestacyjnego. https://t.co/HZ0UgjmF88",https://twitter.com/asegPL/status/1439176442789744644,Sat Jun 18 13:45:28 +0000 2011,319644456,false,"Leftie, tech geek, EDM freak, PR guy. He/him. Personal views here. 🏳️‍🌈",164599,3289,1675,170,"Warszawa, Polska",Dyrektor TT 🏳️‍🌈,asegPL,391205,,,false
,Sat Sep 18 11:43:51 +0000 2021,,,,0,1439193449387941895,,,,pl,,,,15,1438561339455295488,wcalenieolga,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",„medycy wybrali strajk mimo ROSNĄCEJ LICZBY ZAKAŻEŃ I CO RAZ SILNIEJSZEJ POZYCJK ANTYSZCZEPONKOWCÓW zamiast zostać przy pacjentów którzy powinni być dla nich najważniejsi”,https://twitter.com/dyedlids/status/1439193449387941895,Wed Feb 20 13:48:56 +0000 2019,1098217945958887429,false,"equality♀️
left-wing politics",6526,15,100,0,,dyedlids⚡,dyedlids,531,,,false
,Sat Sep 18 11:32:57 +0000 2021,,,,6,1439190705285603333,acosta_re_nata,1439181313513345028,942255950,pl,,,,1,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@acosta_re_nata Co w przypadku gdy gość zrobił to z desperacji bo nie dostał się do lekarza, który ma czas na strajk, a nie ma czasu na leczenie ... wszyscy wiemy, że nawet jeśli zapłacimy lekarzom po 100tys miesięcznie to nie będą więcej pracować, kolejki się nie skrócą.",https://twitter.com/Tomasz_Ze/status/1439190705285603333,Sun Oct 21 12:37:02 +0000 2018,1053988528663736321,false,Krakus o pasiastym sercu. Serce mam po prawej stronie. #KofC #RycerzeKolumba,46389,1020,1787,2,"Kraków, Polska",Tomasz Ż.🇵🇱✝️ #BabiesLivesMatter,Tomasz_Ze,12039,,,false
,Sat Sep 18 09:06:38 +0000 2021,,,https://niepoprawni.pl/niepoprawni2/blog/kapitan-nemo/medyka-za-75-zlgodz-wynajme-na-strajk,0,1439153882177888259,,,,pl,,false,,53,1439119197947236352,JacekJustyn,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MEDYKA ZA 75 ZŁ/GODZ WYNAJMĘ NA STRAJK!
https://t.co/m3r29Jma17",https://twitter.com/Bodziahna/status/1439153882177888259,Sat Apr 18 12:57:15 +0000 2020,1251494902233534464,true,,33224,238,725,0,,Bogumiła,Bodziahna,11340,,,false
,Sat Sep 18 10:38:24 +0000 2021,,,,2,1439176975856328706,,,,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Liderzy PO chodzili na strajk kobiet, a Tusk teraz mówi, że jest katolikiem?! Jeszcze nie dawno, bili się z lewicą o wyborców! A w Płońsku jest burmistrz, który jest zamieszany w aferę szczepionkową!",https://twitter.com/_myszkowski/status/1439176975856328706,Mon Dec 30 00:27:32 +0000 2019,1211443618394718211,false,Wchodzę z młotkiem na rozmowę jak pracownik w Obi.,13998,1138,293,0,,Myszkowski,_myszkowski,16036,,,false
,Sat Sep 18 12:58:38 +0000 2021,,,,0,1439212266855993346,,,,pl,,,,9,1439210795611705345,Arek2013OK,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wrocław dziś. 18.00, Pręgierz. Startuje marsz protestacyjny wobec brutalności policji. Niech przybywa, kto żyw! Policja uzyskuje kolejną szansę, żeby sens takich marszów umocnić. Co zrobi? Przypominam, że startuje właśnie strajk tej formacji, generalnie chcą kasy, choć nie tylko.",https://twitter.com/agraffka2/status/1439212266855993346,Sun Jun 17 19:23:41 +0000 2012,611055854,false,"KURA DOMOWA,  Nie tylko o polityce, anty PiS , jestem odpowiedzialna za to co napisałam, a nie za to co zrozumieliście. Rodzic OzN.",133731,3666,1815,11,Warmia i Mazury,Magda ***** ***,agraffka2,223622,,,false
,Sat Sep 18 10:32:51 +0000 2021,,,,0,1439175580713426949,,,,pl,,,,8,1439167277434347520,donald_PL_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Przed chwilą przed Kancelarią Premiera, gdzie trwa Strajk Medyków, doszło do próby samobójczej. Pacjent, najprawdopodobniej onkologii, próbował się zabić, strzelając sobie w głowę. Obecni na miejscu medycy podjęli akcję ratunkową.
Poniżej oświadczenie komitetu protestacyjnego. https://t.co/HZ0UgjmF88",https://twitter.com/10mona17/status/1439175580713426949,Mon Sep 15 09:48:08 +0000 2014,2811053749,false,"Posiadająca zero merytorycznej wiedzy, rozwrzeszczana hotka, dogorywającego Juantoreny💜 
Cucine Lube Civitanova🇮🇹🏐",105203,2387,1477,37,Poland,Miśka 19:28,10mona17,168931,,https://www.instagram.com/10mona17/,false
,Sat Sep 18 09:51:42 +0000 2021,,,,0,1439165223924027398,spanish77029129,1439164239520874497,992390664762609700,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@spanish77029129 Nie bardzo rozumiem, wolałabyś żebym rzucała w strajk kobiet racami?",https://twitter.com/marikwiatkowska/status/1439165223924027398,Mon Oct 26 13:53:06 +0000 2020,1320725100317069312,false,"Kontrowersyjne zdanie na każdy temat. Mama, warszawianka, antropolożka, feministka. Prolife & LGBT. Gospodarczo na lewo od centrum.",6050,251,1844,1,,Mania Kwiatkowska 🇵🇱 🇪🇺,marikwiatkowska,3213,,,false
,Sat Sep 18 09:28:25 +0000 2021,,,,0,1439159365332873221,AlicjaDef,1439156533300957185,62493771,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@AlicjaDef @GrabarczykBeata @RadioNowySwiat @gotowalska @Opolska Ciekawe czy @DWielowieyska popiera strajk medyków.,https://twitter.com/okedar2/status/1439159365332873221,Wed Mar 31 07:58:41 +0000 2021,1377168305102839812,false,,5252,50,752,0,,okedar,okedar2,15734,,,false
,Sat Sep 18 08:45:46 +0000 2021,,,https://niepoprawni.pl/niepoprawni2/blog/kapitan-nemo/medyka-za-75-zlgodz-wynajme-na-strajk,0,1439148632670982145,,,,pl,,false,,53,1439119197947236352,JacekJustyn,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MEDYKA ZA 75 ZŁ/GODZ WYNAJMĘ NA STRAJK!
https://t.co/m3r29Jma17",https://twitter.com/KominiarzEU/status/1439148632670982145,Mon Nov 03 21:20:14 +0000 2014,2888946644,false,Prof. Legutko: antykaczyzm jest najbardziej odmóżdżającą postawą polityczną ostatnich dwóch dekad w Polsce.,221597,6893,6507,13,Polska,KominiarzEuropejski,KominiarzEU,122704,,,false
,Sat Sep 18 10:42:28 +0000 2021,,,https://niepoprawni.pl/niepoprawni2/blog/kapitan-nemo/medyka-za-75-zlgodz-wynajme-na-strajk,0,1439177999283261444,,,,pl,,false,,53,1439119197947236352,JacekJustyn,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MEDYKA ZA 75 ZŁ/GODZ WYNAJMĘ NA STRAJK!
https://t.co/m3r29Jma17",https://twitter.com/Andrzej19482/status/1439177999283261444,Sun May 19 20:36:36 +0000 2019,1130210670715310080,false,,63369,2239,2216,1,,Andrzej1948,Andrzej19482,14262,,,false
,Sat Sep 18 12:58:04 +0000 2021,,https://twitter.com/Hugo210012/status/1439212125558382595/photo/1,,5,1439212125558382595,Maximus13305555,1439136936384471041,1273634463885529000,pl,,false,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Maximus13305555 Hahaha 😂
Paradoks sytuacji polega na tym, że przy dzietności 🇵🇱 1.39 (a zastępowalność to 2.1) przy najwyższej umieralności i najniższej liczbie lekarzy na kontynecie strzelasz fochy,że strajk brzydki? 🤡
Widzę, że róbcie wszystko aby dosłownie wykończyć naród Polski na amen. https://t.co/OjVe0M3XXd",https://twitter.com/Hugo210012/status/1439212125558382595,Sat Aug 08 09:54:53 +0000 2020,1292036504131379202,false,"Montfermeil, Varsovie 🇵🇱🇪🇺",17948,173,218,0,"Warszawa, Polska",Hugocopter,Hugo210012,5461,,,false
,Sat Sep 18 13:13:32 +0000 2021,,https://twitter.com/ronfox102/status/1439208978320330755/photo/1,,0,1439216015242665990,,,,pl,,false,,1,1439208978320330755,ronfox102,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Panowie medycy czy to prawda ,strajk strajkiem 😏 https://t.co/TyR6tr08AE",https://twitter.com/Lendzian_/status/1439216015242665990,Sun Jan 22 20:15:49 +0000 2012,471390417,false,"Zawsze była i będzie prawa strona. Żadna Konfa, lewactwo nie ma wstępu na moje konto.  #BógHonorOjczyzna #Polska #Śląsk #MuremZaPolskimMundurem #PiS",877,830,1110,0,Polska Śląsk ,Lendzian - imię moje to Polska. #Polska ***** **,Lendzian_,2242,,,false
,Sat Sep 18 13:01:15 +0000 2021,,,,0,1439212925777027072,,,,pl,,,,9,1439210795611705345,Arek2013OK,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wrocław dziś. 18.00, Pręgierz. Startuje marsz protestacyjny wobec brutalności policji. Niech przybywa, kto żyw! Policja uzyskuje kolejną szansę, żeby sens takich marszów umocnić. Co zrobi? Przypominam, że startuje właśnie strajk tej formacji, generalnie chcą kasy, choć nie tylko.",https://twitter.com/Katarzynak23/status/1439212925777027072,Sat Oct 17 10:11:16 +0000 2015,3978782962,false,"As far as possible, without surrender, be on good terms with all persons. Speak your truth quietly and clearly",40641,653,689,4,,Katarzynak #SilniRazem,Katarzynak23,34063,,,false
,Sat Sep 18 12:09:04 +0000 2021,,,https://twitter.com/radkul86/status/1438948228297371661,0,1439199795596386305,,,,pl,,false,1438948228297371661,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Uczestniczy na wiecach  też 🤷👇 strajk kobiet itd https://t.co/FJrDP4FFWx,https://twitter.com/Ewa75023657/status/1439199795596386305,Wed Sep 02 22:33:57 +0000 2020,1301287191776292864,false,bez Boga ani do proga,3293,1304,2100,1,,Ewa,Ewa75023657,92409,,,false
,Sat Sep 18 09:06:39 +0000 2021,,,https://niepoprawni.pl/niepoprawni2/blog/kapitan-nemo/medyka-za-75-zlgodz-wynajme-na-strajk,0,1439153886342926338,,,,pl,,false,,53,1439119197947236352,JacekJustyn,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MEDYKA ZA 75 ZŁ/GODZ WYNAJMĘ NA STRAJK!
https://t.co/m3r29Jma17",https://twitter.com/Bogda62712791/status/1439153886342926338,Sat May 23 13:01:01 +0000 2020,1264179476797296640,false,🇵🇱✌️❤️ Tylko PiS i jeszcze raz PiS. Reszty nie ma i nie Będzie. Duda ✌️,261368,2031,2429,9,,Bogda,Bogda62712791,39977,,,false
,Sat Sep 18 11:00:32 +0000 2021,,,,6,1439182546017955843,CrazyLukasz,1439178298022576130,725492476069421000,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@CrazyLukasz @MorawieckiM Zwali wszystko na medyków za podwyżanie emocji…i odbieranie ludziom nadziei przez strajk. Niestety.   💔,https://twitter.com/realityglimpses/status/1439182546017955843,Mon Oct 19 07:47:42 +0000 2015,3992973797,false,Reader Dreamer Foodie #crochetTeam               Verviers 🇧🇪 Gdańsk 🇵🇱 Europa 🇪🇺 Instagram @reality_glimpses @yarnstoriesbe,169941,3639,4150,14,"Verviers, Belgium",Reality Glimpses,realityglimpses,76016,,,false
,Sat Sep 18 10:33:03 +0000 2021,,,,2,1439175629321166853,ultra_gently,1439173895123312642,1420021615207882800,pl,,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ultra_gently @MorawieckiM @LauraKwoczala byłam w zeszłą sobotę na proteście, ludzi było na serio mega dużo, wszystkie wszystkie grupy zawodowe, niemedyczni, medyczni, a z mediami było tak sobie no i okazuje się, że jak zwykle nie bez przyczyny. ręce opadają, powinni to pokazywać non stop, tak jak strajk budżetówki",https://twitter.com/aguniaszyszunia/status/1439175629321166853,Wed Jun 03 20:58:14 +0000 2020,1268285853547233286,false,"ona/jej 🌈 no generalnie to jestem za tym, żeby wszyscy mieli fajnie, ale serio wszyscy, nie tylko najbogatsi biali panowie",6725,239,379,0,,kula agula,aguniaszyszunia,3308,,,false
,Sat Sep 18 11:45:53 +0000 2021,,,,0,1439193959801278466,KSuchanow,1439165498109874176,944523882681299000,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@KSuchanow @wilczysko1 @strajkkobiet @martalempart @helenadalli Wiesz, ja chodzę na strajki od 2016 właśnie i szczerze, liczę na to, ze jakas porzadna, apolityczna frakcja zajmie się walka o prawa kobiet, a nie ukryta przybudówka PO! Tylko Lewica walczy o te same postulaty co strajk, ale wam cieplej z PO i Tuskiem, który kocha kompromis!",https://twitter.com/emiszcz1/status/1439193959801278466,Wed Jan 23 10:53:21 +0000 2019,1088026896430972928,false,,179793,147,213,6,,emiszcz,emiszcz1,8688,,,false
,Sat Sep 18 09:33:38 +0000 2021,,,,1,1439160678682660865,nalasolee,1439146247605063683,1397275271586369500,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nalasolee Tak, idę za chwilę z przyjaciółką malować banery na strajk klimatyczny za tydzień. A ty?",https://twitter.com/_Bouvier_/status/1439160678682660865,Fri Jul 17 19:14:05 +0000 2020,1284204702570340353,false,"TPWK 🌈 ||
Gadam pół English pół Polish, ale taki już mój urok...||
1D/solo stan|Dominikara|Sheerio||
Fanka komunikacji miejskiej||
She/her",38971,69,200,6,In my own World...,Bouvier,_Bouvier_,5865,,,false
,Sat Sep 18 12:05:50 +0000 2021,,,https://niepoprawni.pl/niepoprawni2/blog/kapitan-nemo/medyka-za-75-zlgodz-wynajme-na-strajk,0,1439198978768351234,,,,pl,,false,,53,1439119197947236352,JacekJustyn,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MEDYKA ZA 75 ZŁ/GODZ WYNAJMĘ NA STRAJK!
https://t.co/m3r29Jma17",https://twitter.com/mamakatarzyna/status/1439198978768351234,Fri Jun 12 20:50:26 +0000 2009,46745484,false,,176493,3913,3425,84,Poland,Cecylia W.,mamakatarzyna,276740,,http://mamakatarzyna.blogspot.com/,false
,Sat Sep 18 11:57:29 +0000 2021,,,,0,1439196879963758597,takatosytuacja,1439195562453127169,1159128204889792500,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@nitaknisiak @tvp_info upolityczniony strajk to jest ale tylko i wyłącznie przez tvpis, wielu polityków przyszło do białego miasteczka i zostali zmasakrowani, również ci którzy przy władzy już byli i nie zrobili nic w ochronie zdrowia podobnie jak pis tylko tvpis tego nie pokaże, bo musi szczuć",https://twitter.com/InsurgentNow/status/1439196879963758597,Thu Aug 27 20:04:42 +0000 2015,3460979775,false,"I love Dave Mustaine. 
All rights reserved. Mermaid with blue eyes. Blue magic. Blue kingdom. Blue album. Under the blue sky. 1 000 000 $.",39417,123,265,2,Poland,LOLA🤟👑,InsurgentNow,8652,,,false
,Sat Sep 18 13:15:09 +0000 2021,,,https://niepoprawni.pl/niepoprawni2/blog/kapitan-nemo/medyka-za-75-zlgodz-wynajme-na-strajk,0,1439216424564756481,,,,pl,,false,,53,1439119197947236352,JacekJustyn,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MEDYKA ZA 75 ZŁ/GODZ WYNAJMĘ NA STRAJK!
https://t.co/m3r29Jma17",https://twitter.com/Jozef49242353/status/1439216424564756481,Wed Aug 12 07:34:23 +0000 2020,1293450564760752128,true,,28419,218,286,4,,Jozef,Jozef49242353,15429,,,false
,Sat Sep 18 11:40:45 +0000 2021,,,https://twitter.com/RMF24pl/status/1439187415906803712,0,1439192668509286404,,,,pl,,false,1439187415906803712,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Każdy strajk jest polityczny, niestety niektórym ludziom nadmiar polityki bardzo szkodzi. https://t.co/nVlSQO713G",https://twitter.com/Zuza01727744/status/1439192668509286404,Sun Apr 04 00:00:10 +0000 2021,1378497484591349761,false,,2844,66,338,0,,Zuza,Zuza01727744,1158,,,false
,Sat Sep 18 13:15:43 +0000 2021,,,,0,1439216564578947072,,,,pl,,,,9,1439210795611705345,Arek2013OK,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Wrocław dziś. 18.00, Pręgierz. Startuje marsz protestacyjny wobec brutalności policji. Niech przybywa, kto żyw! Policja uzyskuje kolejną szansę, żeby sens takich marszów umocnić. Co zrobi? Przypominam, że startuje właśnie strajk tej formacji, generalnie chcą kasy, choć nie tylko.",https://twitter.com/JadowitaMeduza/status/1439216564578947072,Tue Oct 03 08:06:50 +0000 2017,915125979701563393,false,wiek i rozmiar 3XL ona/jej,196239,577,499,3,,jadowita meduza,JadowitaMeduza,180331,,,false
,Sat Sep 18 12:52:47 +0000 2021,,,,20,1439210795611705345,,,,pl,,,,9,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wrocław dziś. 18.00, Pręgierz. Startuje marsz protestacyjny wobec brutalności policji. Niech przybywa, kto żyw! Policja uzyskuje kolejną szansę, żeby sens takich marszów umocnić. Co zrobi? Przypominam, że startuje właśnie strajk tej formacji, generalnie chcą kasy, choć nie tylko.",https://twitter.com/Arek2013OK/status/1439210795611705345,Tue Feb 05 17:20:40 +0000 2013,1151492887,false,"Niebo gwiaździste nade mną, prawo moralne we mnie. Walczę o państwo prawa, wolności obywatelskie, w tym wolność od pełnego zła Kościoła. A kaczyści precz!",41329,2112,1783,27,A że *kaczyści* wymyśliłem ja!,Prof. Arek Europa hej! A PiSS z uzurpatorem won!,Arek2013OK,256767,,,false
,Sat Sep 18 08:49:36 +0000 2021,,,,0,1439149595896991745,,,,pl,,,,10,1439138280713371651,PL_2050,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Rząd stara się przeczekać każdy protest i każdy strajk, odsądzić od czci i wiary wszystkich protestujących"" @joannamucha @Radio_TOK_FM",https://twitter.com/DarekLost/status/1439149595896991745,Wed Oct 17 18:44:04 +0000 2018,1052631347217424384,false,"„Mądra stara sowa w dziupli dębu żyła. Im więcej widziała, tym mniej mówiła. Im mniej mówiła, tym więcej widziała. Oby jak ta sowa była ludzkość cała.”",18645,472,628,3,,Darek Lost,DarekLost,9584,,,false
,Sat Sep 18 09:09:21 +0000 2021,,,,1,1439154565388161028,konserwatysta19,1439151716163796995,948535419737641000,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@konserwatysta19 To wszystko prywatne firmy, a związki zawodowe  robią cyrki w służbie zdrowia,  nauczycielstwie,  ale kto u prywatnego podskoczy.  Już widzę strajk w Biedrze,  Polo, Dino,  Lidlu....",https://twitter.com/HonoriOjczyzna/status/1439154565388161028,Thu Sep 03 19:13:28 +0000 2015,3536996056,false,"Zawsze myślenie propolskie, nigdy antypolskie. 
Nie dla chamofobii czyli pogardy wobec ludzi, których uważa się za gorszych, gdyż odstają od czyjegoś ""ą i ę"". 🤮",160535,6990,1642,0,Polska,HonoriOjczyzna DJ internetu,HonoriOjczyzna,376202,,,false
,Sat Sep 18 13:10:56 +0000 2021,,,,1,1439215363011526658,Mateusz92459793,1439213734409515009,1263437097811226600,pl,,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@Mateusz92459793 @allmyexcuses @RMF24pl Mniej więcej na tym polega strajk...,https://twitter.com/PanWoytek/status/1439215363011526658,Sat Jan 30 15:20:26 +0000 2016,4864086287,false,Koneser absurdu,1634,49,78,0,,Woytek,PanWoytek,5166,,,false
,Sat Sep 18 10:13:43 +0000 2021,,,https://niepoprawni.pl/niepoprawni2/blog/kapitan-nemo/medyka-za-75-zlgodz-wynajme-na-strajk,0,1439170766776508417,,,,pl,,false,,53,1439119197947236352,JacekJustyn,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MEDYKA ZA 75 ZŁ/GODZ WYNAJMĘ NA STRAJK!
https://t.co/m3r29Jma17",https://twitter.com/MarcoMari18/status/1439170766776508417,Tue May 30 18:53:11 +0000 2017,869627769059233793,true,,141364,354,219,0,,Marek Lupa,MarcoMari18,112501,,,false
,Sat Sep 18 12:21:00 +0000 2021,,,,0,1439202796247687175,PDulias,1439194560991748099,3151664819,pl,,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@PDulias Podobno włożył petardę w usta, protest że strajk medyków to akcja polityczna...policjanci dostaną pieniadze - przybiegli po 2 minutach, a medycy którzy Pana próbowali ratować zaraz przez TVP pis zostaną okrzyknieci mordercami...wina rządu...",https://twitter.com/DanielSavi7/status/1439202796247687175,Thu Jan 09 13:58:03 +0000 2014,2283618612,false,edukujący socjolog. Jak udowodnić że w populacji wszystkich kruków na świecie jest biały kruk - to proste pomaluj go na biało :) - płynna ponowoczesność,32245,408,845,5,Poland,Daniel,DanielSavi7,26934,,,false
,Sat Sep 18 12:45:21 +0000 2021,,,,0,1439208925749039109,,,,pl,,,,3,1439200041848213506,MariaLucyna1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@wkurxxxPolka @MarekBalawajder @LauraKwoczala @RMF24pl A czy Ci politykierzy w kitlach szanują swoich potencjalnych pacjentów. Strajk za 75 zeta na godzinę, polityczne hasła, odrzucanie i negowanie wszystkiego. To oni sprowokowali tą tragedię i teraz co myślą że nam usta zamkną?",https://twitter.com/Maximus40767952/status/1439208925749039109,Wed Feb 19 18:08:56 +0000 2020,1230192504085057537,false,Jestem,614,7,45,0,,Maximus,Maximus40767952,851,,,false
,Sat Sep 18 11:38:14 +0000 2021,,,https://niepoprawni.pl/niepoprawni2/blog/kapitan-nemo/medyka-za-75-zlgodz-wynajme-na-strajk,0,1439192033223221257,,,,pl,,false,,53,1439119197947236352,JacekJustyn,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MEDYKA ZA 75 ZŁ/GODZ WYNAJMĘ NA STRAJK!
https://t.co/m3r29Jma17",https://twitter.com/czarny6791/status/1439192033223221257,Sat Dec 19 08:54:25 +0000 2015,4533693141,false,"Kocham moją żonę ❤
Kocham moich 3 synów ❤❤❤
Kocham moją Polskę ❤🇵🇱 
BÓG RODZINA HONOR OJCZYZNA ‼‼‼",201393,4640,2003,13,Polska,🇵🇱 Prawy i Sprawiedliwy #MuremZaPolskimMundurem,czarny6791,90196,,,false
,Sat Sep 18 12:04:45 +0000 2021,,https://twitter.com/AdamKAS7/status/1439198708629975045/photo/1,,4,1439198708629975045,,,,pl,,false,,2,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","To pacjent, który nie mógł liczyć na pomoc w szpitalu, bo lekarze robią sobie polityczną hucpę. Czy Szczerba dalej jest wśród strajkujących? Czy @Platforma_org jest odpowiedzialna za ten strajk (ulica/zagranica)? https://t.co/4a583blh5N",https://twitter.com/AdamKAS7/status/1439198708629975045,Wed Jan 27 12:48:25 +0000 2021,1354410892507697153,false,"Polska - to taka kraina,
która się w sercu zaczyna.
Potem jest w myślach blisko,
w pięknej ziemi nad Wisłą.",23974,3855,1952,6,POLSKA,Najważniejsza jest Polska.,AdamKAS7,20838,,,false
,Sat Sep 18 13:15:09 +0000 2021,,,,0,1439216424631816194,,,,pl,,,,9,1439210795611705345,Arek2013OK,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wrocław dziś. 18.00, Pręgierz. Startuje marsz protestacyjny wobec brutalności policji. Niech przybywa, kto żyw! Policja uzyskuje kolejną szansę, żeby sens takich marszów umocnić. Co zrobi? Przypominam, że startuje właśnie strajk tej formacji, generalnie chcą kasy, choć nie tylko.",https://twitter.com/PiotrKrk1/status/1439216424631816194,Wed Nov 11 00:23:02 +0000 2020,1326319393614290944,false,"Przeżyłem komunizm,przeżyłem stan wojenny ,przeżyje i PiS Katolik.Ojciec Mąż Patriota NOWOCZESNY KONSERWATYSTA twetty to moja subiektywna ocena,tego co czuję.",18866,275,494,0,"Kraków, Polska",PiotrKrk,PiotrKrk1,25333,,,false
,Sat Sep 18 10:20:21 +0000 2021,,,,0,1439172433693585408,,,,pl,,,,8,1439167277434347520,donald_PL_,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Przed chwilą przed Kancelarią Premiera, gdzie trwa Strajk Medyków, doszło do próby samobójczej. Pacjent, najprawdopodobniej onkologii, próbował się zabić, strzelając sobie w głowę. Obecni na miejscu medycy podjęli akcję ratunkową.
Poniżej oświadczenie komitetu protestacyjnego. https://t.co/HZ0UgjmF88",https://twitter.com/churreml/status/1439172433693585408,Sat Oct 14 19:36:11 +0000 2017,919285724964425729,false,Specjalista pediatrii. Lekarz z @rezydenci,8674,342,169,5,"Poznań, Polska",Łukasz Kwapisz,churreml,9758,,,false
,Sat Sep 18 13:04:20 +0000 2021,,,,0,1439213700968239109,,,,pl,,,,9,1439210795611705345,Arek2013OK,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wrocław dziś. 18.00, Pręgierz. Startuje marsz protestacyjny wobec brutalności policji. Niech przybywa, kto żyw! Policja uzyskuje kolejną szansę, żeby sens takich marszów umocnić. Co zrobi? Przypominam, że startuje właśnie strajk tej formacji, generalnie chcą kasy, choć nie tylko.",https://twitter.com/Jolasekwolszy/status/1439213700968239109,Thu Dec 28 02:54:11 +0000 2017,946212656880463873,false,Poznanianka na obczyźnie.🇵🇱🇨🇦🇪🇺 DM⛔,108194,5498,4841,9,,Jolanta@jolasenk #Pyra,Jolasekwolszy,106413,,,false
,Sat Sep 18 12:18:54 +0000 2021,,,https://twitter.com/synxchaosu/status/1439200391183355905,9,1439202269816311810,,,,pl,,false,1439200391183355905,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Jakbyś się zastrzelił popierając strajk to przez tydzień nie dałoby się wejść na TT. https://t.co/4USPZIGKsN,https://twitter.com/Daniel_Kazala/status/1439202269816311810,Sun Mar 03 21:52:49 +0000 2013,1239921278,false,⚽️ Wisła Kraków🍺 kraft beer 📚 books 🕰 watches,123185,3273,634,13,"Kraków, Polska",Daniel,Daniel_Kazala,44853,,,false
